Cotton Brewing Co.,Irish Red,ArbzNi,Irish-Style Red Ale,5,23
The Mash House Brewery & Chophouse,Irish Red,3W1FQy,Irish-Style Red Ale,5,7
Spotted Dog Brewery,Irish Red,T6LDik,Irish-Style Red Ale,5.8,20
Pyramid Breweries,Irish Red,Kt40Xt,Irish-Style Red Ale,5.5,17
Northwoods Brewpub and Grill,Irish Red,2XRNBi,American-Style Amber/Red Ale,,
Diamond Bear Brewing Company,Irish Red,IIWwzU,Irish-Style Red Ale,4.69,31
EagleMonk Pub and Brewery,Irish Red,hHeIRs,Irish-Style Red Ale,6,
The Granary 'Cue & Brew,Irish Red,Zm0c3S,Irish-Style Red Ale,,
Druid City Brewing Company,Irish Red,FgVxnj,Irish-Style Red Ale,,
Nebraska Brewing Company,Irish Red,wr6SlF,Irish-Style Red Ale,4.9,
Big Al Brewing,Irish Red,1sACnb,Irish-Style Red Ale,6,18
Carlyle Brewing,Irish Red,ipWwCI,Irish-Style Red Ale,4.9,
Nexus Brewery,Irish Red,1YY6ex,Irish-Style Red Ale,5.4,21
Four Horsemen Brewing Company,Irish Red,vvpEj7,Irish-Style Red Ale,4.2,
Boundary Bay Brewery,Irish Red,HqbNGB,Irish-Style Red Ale,4.6,
Steamworks Brewing Company,Irish Red,UiZDwA,Irish-Style Red Ale,5.5,33
Fate Brewing Company,Irish Red,3Umr1H,Irish-Style Red Ale,5.7,17
Upstream Brewing Company,Irish Red,0CdYN3,Irish-Style Red Ale,4.4,
Shannon Brewing Company,Irish Red,F0l0eu,Irish-Style Red Ale,,
Little Mountain Brewing Company,Irish Red,yh7H0x,Irish-Style Red Ale,5,
Taps Fish House & Brewery,Irish Red,CXezwC,Irish-Style Red Ale,,
Bootleggers Steakhouse and Brewery,Irish Red,OqYKe4,American-Style Pale Ale,,
Loop Brewing Company,Irish Red,7M5oO4,Irish-Style Red Ale,,
Garrison Brewing Company,Irish Red Ale,pyZGWR,Irish-Style Red Ale,5,20
Rubicon Brewing Company,Irish Red Ale,xFtmkd,Irish-Style Red Ale,7.5,
Blue Stallion Brewing Company,Irish Red Ale,sTKt2K,Irish-Style Red Ale,5.7,22
Capitol City Brewing Company,Irish Red Ale,4mkZs8,Irish-Style Red Ale,5.2,
Laughing Sun Brewing Company,Irish Red Ale,KsaDnB,Irish-Style Red Ale,5,25
Central Waters Brewing Company,Irish Red Ale,w4f4Ri,Irish-Style Red Ale,,
Davidson Brothers Restaurant & Brewery,Irish Red Ale,owNLmY,Irish-Style Red Ale,5,
Propeller Brewery,Irish Red Ale,0IndPp,Irish-Style Red Ale,5,25
Wormtown Brewery,Irish Red Ale,4NvyC8,Irish-Style Red Ale,5,
Carillon Brewing Co.,Irish Red Ale,g83uFW,Irish-Style Red Ale,,
Saddlebock Brewery,Irish Red Ale,09xnhE,Irish-Style Red Ale,5,23
Buckeye Lake Brewery,Irish Red Ale,aihuf6,Irish-Style Red Ale,6,15
Water Street Brewery,Irish Red Ale,tIgHYj,American-Style Amber/Red Ale,,
St. Francis Abbey Brewery,Irish Red Ale,RRXtGZ,Irish-Style Red Ale,4.5,
Maumee Bay Brewing Company,Irish Red Ale,wfdRk3,Irish-Style Red Ale,5.8,23
Short's Brewing Company,Irish Red Ale,SET4Ko,Irish-Style Red Ale,,
Fifth Street Brewpub,Irish Red Ale,nLoxMJ,Irish-Style Red Ale,5,
Crabby Larry's Brewpub Steak & Crab House,Irish Red Ale,I3zXID,Irish-Style Red Ale,6,
Santa Fe Brewing Company,Irish Red Ale,GfMexG,Irish-Style Red Ale,4.8,
McKenzie Brew House,Irish Red Ale,qvUof8,Irish-Style Red Ale,,
High Desert Brewing Co.,Irish Red Ale,ej2NuJ,Irish-Style Red Ale,,
Iron Hill Brewery,Irish Red Ale,7hKwwf,Irish-Style Red Ale,,
Abbey Wright Brewing Company,Irish Red Ale,iFYhmb,Irish-Style Red Ale,6,
Dundee Brewing Co.,Irish Red Lager,cKA1Wv,American-Style Amber Lager,5,15
Bacchus Brewing Company,Irish Red Rye Ale,gGgm7g,Irish-Style Red Ale,5.5,38.5
Snowshoe Brewing Company,Irish Red Specialty & Seasonal,ekBdZY,Irish-Style Red Ale,6.6,
Barley's Brewing Company,Irish Rogue,pZGs5j,Irish-Style Red Ale,,
Thirsty Dog Brewing Company,Irish Setter Red Ale,Q4eTmd,Irish-Style Red Ale,5.9,16
Northwoods Brewpub and Grill,Irish Stoat Ale,patuVg,American-Style Amber/Red Ale,4.5,25
Sequoia Brewing Company,Irish Stout,SXkUVL,Classic Irish-Style Dry Stout,,
Cotton Brewing Co.,Irish Stout,YXtBEH,Classic Irish-Style Dry Stout,4.4,41
Spring House Brewing Company,Irish Stout,GG4GWY,Classic Irish-Style Dry Stout,8.3,
Belle Isle Restaurant and Brewing Co,Irish Stout,ySW0Fq,Classic Irish-Style Dry Stout,,
Brewery Creek Brewing,Irish Stout,0pHXSZ,American-Style Stout,,
Ruddy Duck Brewery and Grill,Irish Stout,zzFOL1,Classic Irish-Style Dry Stout,5.5,
Four Horsemen Brewing Company,Irish Stout,YFY2sY,Classic Irish-Style Dry Stout,4.2,
Old Mill Craft Beer,Irish Stout,Rfr3Qn,Classic Irish-Style Dry Stout,6,
Egan Brewing,Irish Stout,vxW8Cu,American-Style Stout,,
Porterhouse Restaurant and Brewpub,Irish Stout,lKsltx,American-Style Stout,,
Engine House #9,Irish Stout,8tlUI3,American-Style Stout,,
Silver City Restaurant & Brewery,Irish Stout Ale,axyeKk,Classic Irish-Style Dry Stout,4.25,
Bad Jimmy's Brewery,Irish Strong,uWWtTd,Irish-Style Red Ale,6.4,
Dick's Brewing Company,Irish Style Ale,c7nI49,Irish-Style Red Ale,5.2,
Vintage 50 Restaurant and Brew Lounge,Irish Style Dry Stout,q3oLR1,Classic Irish-Style Dry Stout,,
Ellicottville Brewing Company,Irish Style Red,3o88Fe,Irish-Style Red Ale,,
Moylan's Brewing Company,Irish Style Red Ale,4r25HI,Irish-Style Red Ale,6.5,20
Strike Brewing Co,Irish Style Red Ale,TNX6PE,Imperial Red Ale,6.5,23
Back East Brewing Company,Irish Style Red Ale,e5A0P6,Irish-Style Red Ale,5.5,
Neil House Brewery,Irish Twins Oatmeal Milk Stout,R4QB4M,Sweet or Cream Stout,,
Olde Hickory Brewery,Irish Walker,2CCEd7,British-Style Barley Wine Ale,10,
Innis & Gunn,Irish Whiskey Cask,tCSLS7,Sweet or Cream Stout,7.4,
O'Fallon Brewery,Irish-Style Red Ale,6x1fUP,Irish-Style Red Ale,,
The Victor Brewery,Irish-Style Red Stout,nMnoYL,Classic Irish-Style Dry Stout,,
Brauhaus Johann Friedrich Irle GmbH,Irle Bockbier,qo53W3,,,
Brauhaus Johann Friedrich Irle GmbH,Irle Cääner Blondes,zqud3k,,,
Brauhaus Johann Friedrich Irle GmbH,Irle Edel Pils,lDT0ks,German-Style Pilsener,5,
Brauhaus Johann Friedrich Irle GmbH,Irle Landweizen,EUMFMc,,,
Brauhaus Johann Friedrich Irle GmbH,Irle Winterbier,cAdRDB,,,
Brauhaus Johann Friedrich Irle GmbH,Irle Zwickelbier,NXBouJ,,,
Funky Buddha Brewery,Iron & Barleywine,sf29aZ,British-Style Barley Wine Ale,9,50
Barley Creek Brewing Company,Iron Arm Belgian Style Wheat,ycLyr5,Belgian-Style Blonde Ale,,
Outer Banks Brewing Station,Iron Binnacle Baltic Porter,0sNDpG,Baltic-Style Porter,8.4,
Slanted Rock Brewing Company,Iron Butt Red Ale,Hwo1gB,American-Style Amber/Red Ale,5.8,39
Pittsburgh Brewing Company,Iron City,6jDZlV,American-Style Premium Lager,4.5,
Manayunk Brewery and Restaurant,Iron Curtain,iIQ8cF,American-Style Imperial Stout,9.1,65
Revolution Brewing,Iron Fist Pale Ale,v9QPmo,American-Style Pale Ale,5.5,
Pinthouse Pizza,Iron Genny,wdiIjD,American-Style Pale Ale,5.4,
Iron Hill Brewery,Iron Hill Belgian Tripel,k13l66,Belgian-Style Tripel,9.5,
Mountain Town Station Brew Pub,Iron Horse,i4JwIS,American-Style India Pale Ale,6.6,
Fargo Brewing Company,Iron Horse,6dudn5,American-Style Pale Ale,,
Iron Horse Brewery,Iron Horse IPA,K6tR8d,American-Style India Pale Ale,5,
Great American Restaurants,Iron Horse Lager,8yFxXe,German-Style Schwarzbier,5.4,26
Prairie Fire Brewing Company,Iron Horse Red,sn9x1P,American-Style Amber/Red Ale,5.5,29.9
Seven Bridges Grille,Iron Horse Stout,Dunwdn,American-Style Stout,5.7,28
Big River Grille & Brewing Works,Iron Horse Stout,yt2n6F,Sweet or Cream Stout,5.7,28
Carver Brewing Company,Iron Horse Stout,sBUp7v,Oatmeal Stout,,
Red Star Brewery & Grille,Iron Horse Stout,e7pl4v,American-Style Stout,,
Free State Brewing Company,Iron Man Imperial Stout,4f3zom,British-Style Imperial Stout,,50
Top of the Hill Restaurant and Brewery,Iron Mine Pale Ale,7smgHF,American-Style Pale Ale,,
Twisted Manzanita Ales,Iron Mountain IPA,IXmOyW,American-Style India Pale Ale,6.8,
Comanche Creek Brewing Co,Iron Mountain Porter,n4AZbj,Brown Porter,,
Wedge Brewing Company,Iron Rail IPA,8TzJ6d,English-Style India Pale Ale,7.3,
Stevens Point Brewery,Iron Range Amber,Uwe8ZL,Vienna-Style Lager,,
James Page Brewing,Iron Range Amber,5tSFYE,American-Style Amber/Red Ale,,
Tampa Bay Brewing Company,Iron Rat Imperial Stout,wG4EP4,British-Style Imperial Stout,10,80
Jasper Ridge Brewery,Iron Red Ale,TGPRr2,American-Style Amber/Red Ale,,
New Buffalo Brewing Company,Iron Road IPA,5uNFgQ,American-Style India Pale Ale,,
Railway City Brewing Company,Iron Spike - Amber,eDmsHG,American-Style Amber/Red Ale,4.6,30
Railway City Brewing Company,Iron Spike - Blonde,PaLFyO,Golden or Blonde Ale,4.3,15.9
Railway City Brewing Company,Iron Spike - Copper,1u447p,American-Style Amber/Red Ale,4.4,15.9
Rahr & Sons Brewing Company,Iron Thistle,MOM2Mw,Scotch Ale,8,25
Dry Ground Brewing Co.,Iron Tree Porter,z6bLbU,Robust Porter,5.4,45
Benoit-Casper Brewing Company,Iron Triangle DIPA,1rs6Ci,Imperial or Double India Pale Ale,8.25,90
Legacy Brewing Company,Iron Wharf Lager,luckmb,Münchner (Munich)-Style Helles,5.1,
Metropolitan Brewing,Iron Works,NaImxc,German-Style Altbier,,
Iron Hill Brewery,Ironbound Ale,yeVNOy,American-Style Pale Ale,5.1,
Freewheel Brewing Company,Ironbridge Gold,HnjwQX,Classic English-Style Pale Ale,4.1,
Freewheel Brewing Company,Ironbridge Hybrid IPA,fU18H6,English-Style India Pale Ale,5.2,
Freewheel Brewing Company,Ironbridge Wenlock Stout,u7SkZy,Foreign (Export)-Style Stout,5.6,
The Cannon Brewpub,Ironclad Stout,JAQO42,American-Style Stout,5,35
Martin House Brewing Company,Ironhead IPA,ch2CVT,English-Style India Pale Ale,6.5,50
Flour City Brewing,Ironhead Porter Old No. 3,ZxjAIJ,Brown Porter,6,
Butcher's Brewing Company,Ironhide,8FB4V5,Extra Special Bitter,6.5,
Pacific Western Brewery,Ironhorse,nn3mUT,Other Strong Ale or Lager,6.4,
Railway Brewing,Ironhorse Not Brown,ePxvaD,American-Style Brown Ale,,
Southend Brewery and Smokehouse,Ironman Wheat,WTq1ic,American-Style Premium Lager,,
Kuhnhenn Brewing,Ironmonger Dunkel,bblt5V,European-Style Dark / Münchner Dunkel,6,
Heritage Brewing,Ironsides,8aAfq1,American-Style India Pale Ale,4.8,50
Quarry Brewing,Ironstone IPA,WUmJXQ,American-Style India Pale Ale,8.75,
The Phoenix Ale Brewery,Ironwood,SJi9FO,Robust Porter,7,60
Tied House Cafe & Brewery,Ironwood Dark,pkjt6v,American-Style Brown Ale,,
Tied House Brewery & Cafe,Ironwood Dark,yuiOtQ,English-Style Brown Ale,4.9,
The Phoenix Ale Brewery,Ironwood Imperial Porter,RzdY2e,American-Style Imperial Porter,,
Tap & Screw Brewery,Irony,nabuHF,Belgian-Style Dubbel,7.2,16
Adirondack Pub & Brewery,Iroquois Pale Ale,N7QvPV,American-Style India Pale Ale,7,71
Horseheads Brewing,Iroquois Wheat Beer,DoN2gk,Light American Wheat Ale or Lager without Yeast,6.4,18
Liquid Hero Brewing Company,Irregardless,bUsU4M,American-Style India Pale Ale,6.5,75
Brew Wërks Brewing Company,Irreverence,onJGWu,American-Style India Pale Ale,7.1,74
Warped Wing Brewing,Irreverent – Red IPA,aeqKwo,American-Style India Pale Ale,6.3,84
Two Brothers Brewing Company,Irritated Koala,vaoLhZ,American-Style Black Ale,6.1,
Alameda Brewing Company,Irvington Juniper Porter,Qutakc,Brown Porter,5.1,39
Breakroom Brewery,IRVINIUM,kLHT5R,Imperial or Double India Pale Ale,7.6,76
10 Barrel Brewing Company,ISA,0wCEAK,American-Style India Pale Ale,5.5,51
Badger Hill Brewing,ISA (India Session Ale),O4Y9i1,Session Beer,4.9,65
Blue Mountain Barrel House,Isabel,4EcLip,Brown Porter,6,12
Kuhnhenn Brewing,Isabell Baltic Porter,lTAxo0,Baltic-Style Porter,8.5,
Kern River Brewing Company,Isabella Blonde,HAasth,Golden or Blonde Ale,4.5,
Kuhnhenn Brewing,Isabella Porter,ZI9tJJ,Baltic-Style Porter,8.5,
Exile Brewing Company,Isabelle,p5eOsd,German-Style Kölsch / Köln-Style Kölsch,4.8,22
Dogfish Head Craft Brewery,Isabelle Proximus,6szhIu,Historical Beer,,
Heater Allen Brewery,IsarWeizen,xbbQNK,Berliner-Style Weisse (Wheat),4.8,15
Nikenjayamochi Kadoya Honten Co.,Ise Kadoya Stout,57GOSM,American-Style Stout,5,
Privatbrauerei Iserlohn GmbH,Iserlohner 1899,Or0piA,Bamberg-Style Weiss (Smoke) Rauchbier (Dunkel or Helles),4.9,
Privatbrauerei Iserlohn GmbH,Iserlohner Extra Gold,mXI1Yj,American-Style Premium Lager,4.9,
Privatbrauerei Iserlohn GmbH,Iserlohner Free Lemon,6lLgcm,,,
Privatbrauerei Iserlohn GmbH,Iserlohner Free Orange,j54UmD,,,
Privatbrauerei Iserlohn GmbH,Iserlohner Malz,URcsTL,,,
Privatbrauerei Iserlohn GmbH,Iserlohner Pilscola,LOnIve,Fruit Beer,2.5,
Privatbrauerei Iserlohn GmbH,Iserlohner Pilsener,ADZDPI,,,
Privatbrauerei Iserlohn GmbH,Iserlohner Radler,dUSS12,German-Style Leichtbier,2.5,
Privatbrauerei Iserlohn GmbH,Iserlohner Weizen,FoBGAT,,,
Privatbrauerei Iserlohn GmbH,Iserlohner Weizen Grapefruit,s7u4Ju,Fruit Beer,2.6,
Privatbrauerei Iserlohn GmbH,Iserlohner Winter,1Ajdrb,Bamberg-Style Weiss (Smoke) Rauchbier (Dunkel or Helles),5.9,
Rising Tide Brewing Company,Ishmael,JjGeV6,American-Style Amber/Red Ale,4.9,
Bierbrouwerij De Koningshoeven,Isid'or,jfKpmn,Belgian-Style Pale Ale,7.5,
Islamorada Beer Company,Islamorada Ale,5aJwAI,Fruit Beer,5,19.5
Island Brewing Company,Island Blonde,3upr6y,German-Style Kölsch / Köln-Style Kölsch,4.8,20
Old Mill Brewpub & Grill,Island City IPA,w2UODD,American-Style India Pale Ale,6.5,
Latitude 42 Brewing Company,Island Fever,GB3R91,Specialty Stouts,4.5,
Atlantic Brewing Company,Island Ginger,hCQVDu,,,
Bad Martha Beer,Island IPA,0FEAIQ,American-Style India Pale Ale,,
Granville Island Brewing Company,Island Lager,9uGVY9,American-Style Premium Lager,5,
Kannah Creek Brewing Company,Island Mesa Blonde Ale,rK2bQr,Golden or Blonde Ale,5.2,25
Island Brewing Company,Island Pale Ale,XBj5ii,American-Style India Pale Ale,6.4,67
Great Crescent Brewery,Island Queen,eIJuu5,Golden or Blonde Ale,,
Cisco Brewers,Island Reserve: HBC 342 Hopsicle Ale,uFonXr,American-Style Pale Ale,,
Cisco Brewers,Island Reserve: Madaquet,cmndXz,American-Style India Pale Ale,,
Cisco Brewers,Island Reserve: Russian Imperial Stout,QQKpii,American-Style Imperial Stout,13,
Cisco Brewers,Island Reserve: Saison Farm House Ale,KYJwQc,French & Belgian-Style Saison,,
Cisco Brewers,Island Reserve: Tripel Ale,Q8vzBn,Belgian-Style Tripel,,
Cisco Brewers,Island Reserve: Wet Hopped Very Brown India Pale Ale,2SenLE,American-Style India Pale Ale,,
Island Brewing Company,Island Weiss,gEYfGP,South German-Style Hefeweizen / Hefeweissbier,5.2,
High Cotton Brewing Co,Island Wheat,gSZipk,Light American Wheat Ale or Lager with Yeast,5.2,33
Pleasanton Main Street Brewery,Island Wheat,1kXTo5,American-Style Premium Lager,,
Coronado Brewing Company,Islander IPA,k8SEYZ,American-Style India Pale Ale,7,75
Maritime Pacific Brewing,Islander Pale Ale,SoV9oL,American-Style Pale Ale,5,
Coronado Brewing Company,Islandweizen,xvAx8k,South German-Style Hefeweizen / Hefeweissbier,,
Isle of Purbeck Brewery,Isle of Purbeck Best Bitter,f1bln5,Ordinary Bitter,3.6,
Boscos Brewing Company,Isle of Skye Scottish Ale,j5K1zs,Strong Ale,,30
Wharf Hill Brewing Co.,Isle of Wheat,kSC9nC,South German-Style Hefeweizen / Hefeweissbier,7,
Odell Brewing Company,Isolation Ale,w2WxaR,Herb and Spice Beer,6,29
Greenbush Brewing Co,ISOLÉ,gTJ2o7,Belgian-Style Dubbel,9.7,29
Black Pond Brews,Israel Putnam Brown Ale,0PSmtv,American-Style Brown Ale,,
Birrificia Le Baladin,Issac,3EpMkU,Belgian-Style White (or Wit) / Belgian-Style Wheat,5,8.5
Rogue Ales,Issaquah Bullfrog Ale,7jib1b,Light American Wheat Ale or Lager with Yeast,,
Dieu Du Ciel!,Isseki Nicho,R3fZPN,French & Belgian-Style Saison,9.5,
8 Wired Brewing Company,IStout,NLUYM4,American-Style Imperial Stout,10.5,
The Knuckle Brewing Company,It Is Wheat It Is,AMajHi,Light American Wheat Ale or Lager with Yeast,5,23
Mikkeller,It's Alright!,EuLOOT,Belgian-Style Pale Ale,4.5,
Green Wolf Brewing Co.,It's Belgian! Blonde Ale,ZXvhQH,Belgian-Style Blonde Ale,6,
Golden Road Brewing,It's Not Always Sunny In LA,dX33wP,American-Style India Pale Ale,6.4,65
Lost Rhino Brewing Company,It's Not My Falt,z3lCSS,German-Style Altbier,,
Stillwater Artisanal Ales,It's Still Weisse,MJYApq,Berliner-Style Weisse (Wheat),3,
Breakside Brewery,Italian Amber,LLDpoF,,4.7,24
Birra Toccalmatto,Italian Strong Ale,9S5ObB,Strong Ale,10,
Rock Bottom Restaurant & Brewery,Itasca Extra Pale Ale,O8BTtG,English-Style India Pale Ale,,
Clown Shoes Beer,Itasca Loonidragon,MuVGRZ,British-Style Imperial Stout,14.5,
EJ Phair Brewing Company and Alehouse,Itch This,6BIJSd,Wood- and Barrel-Aged Beer,6.8,60
Brash Brewing Company,Item Nine,mrK3OF,Specialty Beer,9,
Nosdunk Brewing Company,ITSA Pale Ale,3qVmKa,American-Style Pale Ale,,
Short's Brewing Company,It’s About Thyme,w8DFsV,American-Style India Pale Ale,7.5,60
Mikkeller,It’s Alive!,qxrB3S,Other Belgian-Style Ales,8,
Birdsview Brewing Company,It’s Da Porter,J4x3cP,Brown Porter,,
Wooden Legs Brewing Company,It’sWhatWeGot IPA,PG17Xz,American-Style India Pale Ale,7.9,88
Barley's Brewing Company,Ivan Porter,RszgFA,Brown Porter,,
Brau Brothers Brewing Company,Ivan the Great,aC12lv,American-Style Imperial Stout,,
Big Sky Brewing,Ivan The Terrible,UAw4EB,American-Style Imperial Stout,8.75,65
Ridgeway Brewing,Ivanhoe,2IeQGm,American-Style Pale Ale,5.2,
Old Bakery Beer Company,Ivanhoe Pale Lager,y9fnSn,American-Style Lager,5.1,35
Barley's Brewing Company,Ivanilla Porter,dOFnb2,Robust Porter,,
Old Ivy Brewery,IVY IPA,PiejZ3,American-Style India Pale Ale,6.5,55
Hopcat,IWCBD Unite Ale,OunGg0,American-Style Black Ale,5.2,
Three Pints Brewing Co.,Izzy's IPA,vWHJ4k,English-Style India Pale Ale,,
Midnight Sun Brewing Company,I’ll Have Another 2015,G1VZ8f,French & Belgian-Style Saison,5,40
Tired Hands Brewing Company,I’M SAD,9t0pRq,American-Style Imperial Porter,8.5,
South Street Brewery,J P Ale,Pr24DY,American-Style Pale Ale,5,32
Egan Brewing,J&S; Stout,ljvd70,American-Style Stout,,
South Bend Brew Werks,J's IPA,dH4Hz0,American-Style India Pale Ale,,
Engine 15 Brewing Company,J'ville Lager,hiLTlU,American-Style Lager,,
Calfkiller Brewing Co,J. Henry Original Mild,3dbP3G,English-Style Pale Mild Ale,,
River North Brewery,J. Marie,nrap7I,French & Belgian-Style Saison,7.5,23
Barley's Brewing Company,J. Scott Francis ESB,HL8tmh,Extra Special Bitter,,
Neshaminy Creek Brewing Company,J.A.W.N.,AdIpDU,American-Style India Pale Ale,5.2,
Frankenmuth Brewery,J.B. McGinnis Dry Irish Style Stout Ale,ltDxth,Classic Irish-Style Dry Stout,,
Joseph James Brewing Co. Inc.,J.J. Pro Am,VY6IcO,,5.5,
Almar Orchards,J.K.'s Cuvée Winterruption Farmhouse Hard Cider,PPaHEx,Common Cider,6.9,
Almar Orchards,J.K.'s Northern Neighbor Farmhouse Cider Saskatoon Cuvee,n5rT5W,Common Cider,5.5,
Almar Orchards,J.K.'s Scrumpy Apple Cider,siAPKU,Fruit Cider,6,
Jackie O's Pub and Brewery,Ja Bitte,g7qwP5,German-Style Kölsch / Köln-Style Kölsch,,
The Triple FFF Brewery,Jabberwocky,A7MYzI,American-Style Black Ale,5,
Walkabout Brewing Company,Jabberwocky Ale,EQmmFD,Strong Ale,7.6,
White Rabbit Brewing Company,Jabberwocky Tripel,HlZGC2,Belgian-Style Tripel,11.3,31
Jack's Abby Brewing,Jabby Brau,C9YQXx,German-Style Leichtbier,4.5,20
Claremont Craft Ales,Jacaranda Rye IPA,W3KWYp,Rye Ale or Lager with or without Yeast,6.7,63
The Beer'd Brewing Co.,Jack,wzOefI,Rye Ale or Lager with or without Yeast,7.3,
Paw Paw Brewing Company,Jack Arnold Barley Wine,8sX5sM,American-Style Wheat Wine Ale,9.2,
Big Time Brewing Company,Jack Candi Belgian-style Grand Cru,hxQXHJ,French-Style Bière de Garde,,
Pretty Things Beer & Ale Project,Jack D'Or,W1gCSG,French & Belgian-Style Saison,6.5,57
Fort Myers Brewing Company,Jack Daniels Barrel Aged Cypress Strong Ale,P3rLve,American-Style Strong Pale Ale,9.3,
Saxer Brewing,Jack Frost Winter Doppelbock,DA4jUf,Ordinary Bitter,,
BrewDog Ltd,Jack Hammer,73goyV,American-Style India Pale Ale,7.2,200
The Brew Kettle Taproom and Smokehouse,Jack Hammer (Bourbon Barrel Aged),aJOEXm,British-Style Barley Wine Ale,12,40
The Brew Kettle Taproom and Smokehouse,Jack Hammer Barley Wine,vr3wZF,British-Style Barley Wine Ale,11,40
Nelson Brewery,Jack Knife,BmPQf8,Golden or Blonde Ale,4.1,
Tring Brewery,Jack O'Legs,JXovAW,,4.2,
Schmohz Brewing Company,Jack of Spades,ONA6y1,American-Style India Pale Ale,6.1,66
Gottberg Brew Pub,Jack of Spades Schwarzbier,Ekq5lL,German-Style Schwarzbier,3.9,
Big Wood Brewery,Jack Pine Savage,OVlh9Z,American-Style Pale Ale,5.3,
Carver Brewing Company,Jack Rabbit Pale Ale,l1n1tF,American-Style Pale Ale,,
Big Wood Brewery,Jack Savage,2XAYHR,American-Style Pale Ale,5.3,43
Wild Onion Brewing,Jack Stout,Uhcw7M,American-Style Stout,,
Mully's Brewery,Jack Straw,OP3yIF,American-Style India Pale Ale,6.2,74
Bull City Burger and Brewery,Jack Tar,7YV7E4,American-Style Stout,,
Power House Brewing Company,Jack The Bum Pale Ale,Aky7aE,American-Style Pale Ale,5.8,62
Franklin's Restaurant Brewery & General Store,Jack the Giant Killer,0d3umO,British-Style Barley Wine Ale,10,
Tampa Bay Brewing Company,Jack the Quaffer Porter,1qgHAF,Brown Porter,6,
Bentley Brewing Company,Jack the R.I.P.A.,bgKDOw,Rye Ale or Lager with or without Yeast,,
Southern Prohibition Brewery,Jack the Sipper,POOSCU,Extra Special Bitter,5.3,40
Shades of Pale Brewing Company,Jack Wagon Wheat Beer,VVErmk,Light American Wheat Ale or Lager with Yeast,4,
Tommyknocker Brewery,Jack Whacker Wheat Ale,v8wd26,Light American Wheat Ale or Lager with Yeast,4.7,15
Third Street Brewhouse,Jack'd Up,uc0DvG,Pumpkin Beer,5.4,30
O'so Brewing,Jack's Lanter,kVZwkm,,,
Anheuser-Busch InBev,Jack's Pumpkin Spice Ale,mrLL4r,Herb and Spice Beer,5.5,
Orono Brewing Company,Jack's White IPA,T9ugq9,American-Style India Pale Ale,6.7,67.6
Jackalope Brewing Company,Jack-Ale-Lantern,EiBcm8,Pumpkin Beer,,
Obed and Isaac's,Jack-O-Ale,DKWJwb,Wood- and Barrel-Aged Beer,,
Traveler Beer Company,Jack-O-Traveler,JjFMoU,Herb and Spice Beer,4.4,
Pecan Street Brewing,Jackalope Brown Ale,EglYCc,American-Style Brown Ale,,
Great American Restaurants,Jackalope Canyon Ale,GKLlvi,American-Style Amber (Low Calorie) Lager,,
Jackalope Brewing Company,Jackalope Coffee Stout,V9x9qv,American-Style Stout,,
Beer Valley Brewing Company,Jackalope Imperial Pumpkin Porter,IVsXeI,Pumpkin Beer,7.5,10
Chama River Brewing Company,Jackalope IPA,utC6bk,American-Style India Pale Ale,6.2,
Spiteful Brewing,Jackass O' Lantern Pumpkin Ale,dThqM3,Pumpkin Beer,6.66,
Aeronaut Brewing Company,Jackdaw,4Huzvx,Brown Porter,4.7,
Capital Brewery,Jacked,fOm3MW,German-Style Heller Bock/Maibock,9,
Loomis Basin Brewing Co,Jacked Again Recession Ale,T827CX,American-Style Lager,8.4,
Ex Novo Brewing Company,Jacked-Up Farmhouse,omKPKs,French & Belgian-Style Saison,7.5,10
Arbor Brewing Company,Jackhammer Old Ale,i1gkzr,Old Ale,8.2,50
Carson's Brewery,Jackie O' Lantern,XMQDOJ,Pumpkin Beer,8,
MacLeod Ale Brewing Co.,Jackie Tar,4SuECR,Foreign (Export)-Style Stout,3.8,
Wallace Brewing Company,JackLeg Stout,ofCkmg,Sweet or Cream Stout,4.02,
Brauerei Gebrüder Jäcklein,Jäcklein-Pils,VXqlOj,,,
Left Hand Brewing Company,Jackmans Pale Ale,JAvSVM,American-Style Pale Ale,5.8,33
Backpocket Brewing,Jacknife,0cNABF,American-Style Pale Ale,5.8,
Monte Carlo Casino and Brewpub,Jackpot Pale,lY071i,American-Style Pale Ale,,
Stumblefoot Brewing Co.,Jacks Pale Ale,lBXrk2,American-Style Pale Ale,5,
Tustin Brewing Company,Jackson's Double IPA,AbC02p,Imperial or Double India Pale Ale,,
Snake River Brewing,Jackson’s ESB,ec7hCY,Extra Special Bitter,5.7,
Fin City Brewing Co.,Jackspot Amber Ale,eH6oB0,American-Style Amber/Red Ale,5.8,
Dostal Alley Brewpub & Casino,Jacob Mack,eb8q0W,American-Style Brown Ale,,28
Sequoia Brewing Company,Jacob Marley Barley,Y8MXGW,American-Style Barley Wine Ale,13,
Six Rivers Brewery,Jacob Marley's Winter Porter,ZGG1z5,Brown Porter,10,14
Traquair House Brewery,Jacobite Ale,sw14Qc,Scottish-Style Heavy Ale,8,
Pratt Street Ale House,Jacobs Summer Celebration Ale,hrDsrJ,,,
Carlsberg Bryggerierne,Jacobsen Dark Lager,wxXMiI,Münchner (Munich)-Style Helles,5.8,
Jopen,Jacobus RPA,SeQvg3,Rye Ale or Lager with or without Yeast,5.5,45
